0,43658.17119145741
1,31802.831812739372
2,28470.365920189768
3,26749.4383836668
4,25278.51607641531
5,24108.944059945643
0,58292.83316722528
1,42803.331582634826
2,36872.19248566555
3,33857.80210151621
0,59009.00249015693
1,42241.467136874795
2,37360.857691610116
3,34373.47495909594
4,31892.886986998394
5,30437.959907879937
6,28505.45659715924
7,27401.568820752902
8,26255.708008915593
9,25134.078182323894
10,24462.666028866777
11,23822.092143256392
12,23055.766610081948
13,22409.262072703947
14,21800.367422056257
15,21065.54828172206
16,20750.749153950266
17,20105.361603138
18,19711.040500590752
19,19432.27643117054
20,19471.75519438009
21,18937.28481501183
22,18451.633452017923
23,18037.021021785717
24,17803.07125304193
25,17945.72252543008
26,17119.791659475155
27,17536.84957775128
28,16974.407104701444
29,16738.353545719336
30,16449.996825854436
31,16343.036808593755
32,16085.262674088612
33,15656.609987755717
34,15558.082780846416
35,15437.857897956608
36,15325.432880575923
37,15067.425240389
38,15025.033041740906
39,14767.05531490235
40,14740.133009432093
41,14385.316461827202
42,14391.776897913312
43,14290.473846241644
44,13897.911030457602
45,13887.005346513217
46,13870.792253247093
47,13794.825051689
48,13680.45828800495
49,13312.24416841095
50,13360.89744421843
51,13481.288183015764
52,13088.845019444128
53,13025.727598789766
54,12822.729326564662
55,12800.730868991044
56,12650.641478792415
57,12797.702445203176
58,12560.639964938538
59,12663.088431335776
60,12505.340469289615
61,12387.024362511445
62,12274.123225157866
63,12109.139554527466
64,11917.871172210587
65,12073.657477714976
66,11979.376888368832
67,11978.914072197837
68,11916.957621524227
69,11803.039719169406
70,11787.440064764236
71,11520.233570895754
72,11564.582368080753
73,11342.378353385497
74,11395.199789622127
75,11693.328349841095
76,11525.516619430395
77,11287.50713291362
78,11197.586427081604
79,11189.039602799345
80,11075.8725733506
81,10902.874972579442
82,11113.800167958156
83,10803.79959576993
84,10859.649057325432
85,10950.459159316433
86,10994.320209690753
87,10990.558014886337
88,10789.37094185346
89,10935.66549146128
90,10825.194820103192
91,10684.424520991959
92,10338.566118443056
93,10406.109724005748
94,10225.057739316193
95,10468.339451241121
96,10163.685584702582
97,10297.8413504905
98,9864.867492603678
99,10168.404400497395
0,35871.38521880316
1,33164.14520526334
2,31934.756147132706
3,31391.112147004664
4,30375.13467282994
5,30601.086606983445
6,30139.99407330132
7,29106.891025089844
8,29402.02485224577
9,28945.003654372224
10,28653.89783551522
11,28289.896621291024
12,28477.707901490678
13,27865.44372792011
14,27700.7911184233
15,27284.543011540416
16,27785.50874546792
17,26896.49737997676
18,27012.04624433577
19,27133.797338358076
20,27349.085357827895
21,26514.259356768067
22,26630.295356473405
23,26495.699603017194
24,26285.633830307503
25,26332.116347874835
26,26002.88722896154
27,25901.56326354261
28,25647.782027862166
29,25418.75404619673
30,25513.244256301652
31,25533.267054142787
32,25242.144436415037
33,25280.839075921187
34,25449.56813590069
35,24904.21132054463
36,25531.202564367442
37,24979.386193038
38,24913.60725751789
39,24588.87185884836
40,24670.17257448661
41,24693.713513635277
42,24381.897366844787
43,24899.979349858837
44,24684.456471630787
45,24238.648746221963
46,24283.577194386235
47,24203.427523493527
48,24180.04817915893
49,24483.780163886917
50,24200.681159065738
51,24182.20221152783
52,23861.752366626333
53,23574.517506623037
54,23440.94930331361
55,24025.839470253966
56,23867.063489110806
57,23561.364055679704
58,23458.145593968515
59,23273.741569271064
60,23292.74854382719
61,23231.41008952904
62,23355.007412443214
63,23509.84639482885
64,23438.03175931975
65,23225.871635499007
66,23297.354108698713
67,23240.965963607367
68,23026.097941798344
69,23260.33136867041
70,22844.007029835237
71,22661.529859441427
72,23106.244393336092
73,22796.609656519082
74,22694.688130917188
75,22758.587801382728
76,22757.357475095843
77,22374.026345651873
78,22716.9367385336
79,22516.28389449574
80,22491.185360799318
81,22111.37644824606
82,22151.586479001202
83,22333.667778966246
84,22428.227555976802
85,22283.215416882613
86,22296.265557334653
87,22040.668625589766
88,22397.60140583501
89,22119.48078864521
90,21997.846500046893
91,22451.762495324667
92,21982.056762618482
93,22649.849578864014
94,21980.947271460107
95,22197.943840669977
96,21783.570892981803
97,22565.546848558854
98,22118.98608385343
99,21956.16584267137
